Customer_ID,Age,Gender,Income_Level,Address,Transaction_ID,Purchase_Date,Product_ID,Brand,Purchase_Amount,Average_Spending_Per_Purchase,Purchase_Frequency_Per_Month,Brand_Affinity_Score,Product_Category_Preferences,Month,Year,Will_Purchase_Next_Month,Product_Category_Score,Seasonal_Purchase_Trend_Indicator,Spending_Efficiency_Ratio,Product_Category_Books,Product_Category_Clothing,Product_Category_Electronics,Product_Category_Hidden,Season_Spring,Season_Summer,Season_Winter
b81ee6c9-2ae4-48a7-b283-220eaa244f43,-0.5405109582313542,Female,4,"43548 Murray Islands Suite 974
Amyberg, CT 13457",c6a6c712-e36b-406a-bfde-f53bdcf4744f,2022-04-26,d2f767d6-b01a-41a2-87f7-ec1d1186f50e,Brand_C,-0.4131087348067422,0.27246819230195374,-1.2559686472716698,-1.2208782437696404,Low,4,2022,1,-0.46269552461377844,0,-1.09549676698379,False,True,False,False,False,False,True
,-1.36276476493677,Male,2,,0b587838-1e4f-4231-b488-42bcd47c052a,2021-08-10,79eadc55-2de1-41cf-b1b6-40118c0bf8ec,Brand_A,0.4917142841327641,0.9518941153645671,-1.2559686472716698,-1.584370698189707,Low,8,2021,1,0.46622728824761267,0,0.3782587271126416,True,False,False,False,False,False,False
fdf79bcd-5908-4c90-8501-570ffb5b7648,0.3913766893681171,Other,3,"79683 Kevin Hill Apt. 555
Johnshire, AR 39961",462925b1-a5bf-4996-bda2-59749de64eea,2021-12-09,9ab75a68-4329-4bd9-a259-2233c0f34c93,Brand_A,-0.38415439820067804,1.8200494615001288,1.2808790938906216,-1.584370698189707,Low,12,2021,1,-0.3281437414004976,1,0.4645642833639454,False,False,True,False,False,False,True
878dccba-893a-48f9-8d34-6ed394fa3c9c,-0.6501447991254097,Female,4,"02998 Hall Meadows Suite 809
North Robertville, KY 82430",3cfafa02-6b34-4d77-9e05-d223dfab64e8,2022-12-03,d518569b-ff79-494b-b2b6-7e2af39db86a,Brand_C,0.08635357164786525,1.7068118076563599,-0.8935618271056283,-0.49389333492950743,Low,12,2022,1,0.019600246487299064,0,-1.09549676698379,False,True,False,False,False,False,False
0af0bd81-73cc-494e-aa5e-75c6d0b6d743,0.9943628142854221,Other,4,"21411 Timothy Ford Apt. 320
Davisborough, AR 45130",0d8dc27a-0c8f-4a82-b57e-8bf54cee9759,2020-06-08,b6deac9d-2b7e-4a51-8273-a6534910b3bc,Brand_B,1.2951971249510457,1.2538611922812843,0.5560654535585383,-1.2208782437696404,High,6,2020,1,1.261361830586678,0,0.3782587271126416,True,False,False,False,False,True,False
5a4ac4ce-1e09-4ecb-805c-fb676f101385,-1.3079478444897423,Other,2,"843 John Knoll Suite 876
Rodriguezmouth, MO 35525",5b0d927b-a342-4df1-8846-a1acc62e2842,2022-12-03,03f82332-801c-45e2-84bf-af10a8f60248,Brand_A,-1.397556179412925,-1.1618754230524524,-1.2559686472716698,0.23309157391062554,High,12,2022,1,-1.4034133923874876,0,0.3782587271126416,True,False,False,False,True,False,False
e67f67b2-12f2-4b0c-b027-19cb052b3dd8,0.007658246238923037,Female,0,"166 Johnny Mount Suite 366
Kimberlyberg, KS 67060",878c7ab1-ec62-4fc5-9061-6bed5db334f6,2021-12-22,8f399675-5c05-4bef-b5d1-863ec387e70a,Brand_C,1.3820601347692383,-0.4069577307606597,0.1936586333924967,1.323568937170825,Medium,12,2021,1,1.270773333836471,0,-1.09549676698379,False,True,False,False,False,False,False
80a5d367-b3dc-4c18-8a93-584e7c5e7e29,-1.4723986058308256,Female,2,"203 Tiffany Hill Suite 971
Port Josetown, VI 28683",e88c395b-2e4e-4d97-bbdb-0cc321168753,2022-09-30,f2f4088c-8822-4532-8b4d-ae4ed9ff2e1c,Brand_A,1.0128923430419197,-0.36921184614607006,1.2808790938906216,-1.2208782437696404,Low,9,2022,1,0.9142938508487182,0,-1.09549676698379,False,True,False,False,False,False,True
,-1.5272155262778533,Male,3,"76417 Johnson Flat Suite 425
Crystalchester, WA 18518",cdae113e-9cb5-4a30-92f9-2c5637044d2a,2023-08-19,06bd8738-5110-49bd-abeb-1abdb3ce7f6b,Brand_C,0.339704016950927,-0.10499065384394263,-0.5311550069395866,-0.13040088050944096,Low,8,2023,1,0.3260674427484351,0,2.804655858885545,False,False,False,False,False,False,False
a9dc9153-9750-471a-8a90-7c46292fc34c,1.6521658596497548,Female,2,"Unit 3169 Box 6845
DPO AA 27380",24577c38-d74b-41a3-a944-2d32510b842b,2020-07-20,ee4c9e6c-801d-425d-ae12-589570ab3a66,Brand_A,-1.2021144073219916,0.347959961531133,-1.2559686472716698,0.596584028330692,High,7,2020,1,-1.2100022874942011,0,0.3782587271126416,True,False,False,False,False,False,False
